BOR;AN;FI;RS;FI_EJ;AUTSU;AUTGEN;AUTSAIS;AUTPED;EMG
URGENCES;2021;560000135;GHBS- HÔPITAL DU SCORFF;560005746;1;1;0;0;
URGENCES;2021;560000143;CHCB- SITE KÉRIO;560014748;1;1;0;0;1
URGENCES;2021;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;1;1;0;0;1
URGENCES;2021;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;1;1;0;0;1
URGENCES;2021;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;1;1;0;0;1
URGENCES;2021;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;1;1;0;0;
URGENCES;2021;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;1;1;0;0;0
URGENCES;2021;570000596;HIA LEGOUEST;750821092;1;1;0;0;0
URGENCES;2021;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;1;1;0;0;
URGENCES;2021;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;1;1;0;0;0
URGENCES;2021;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;1;1;0;0;1
URGENCES;2021;580972669;CH CLAMECY;580780070;1;1;0;0;0
URGENCES;2021;580972677;CH COSNE COURS SUR LOIRE;580780088;1;1;0;0;0
URGENCES;2021;580972685;CH DECIZE;580780096;1;1;0;0;
URGENCES;2021;580972693;HOPITAL PIERRE BEREGOVOY;580780039;1;1;0;0;1
URGENCES;2021;590000121;CH SECLIN;590780227;1;1;0;0;1
URGENCES;2021;590000337;CH DUNKERQUE;590781415;1;1;0;0;1
URGENCES;2021;590000428;CH CAMBRAI;590781605;1;1;0;0;1
URGENCES;2021;590000436;CH LE CATEAU;590781621;1;1;0;0;1
URGENCES;2021;590000469;CH FOURMIES;590781662;1;1;0;0;0
URGENCES;2021;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;1;1;0;0;1
URGENCES;2021;590000592;CH DENAIN;590782165;1;1;0;0;0
URGENCES;2021;590000618;CH VALENCIENNES;590782215;1;1;0;1;1
URGENCES;2021;590000758;CH ARMENTIERES;590782637;1;1;0;0;1
URGENCES;2021;590000774;CH HAZEBROUCK;590782652;1;1;0;0;0
URGENCES;2021;590001004;CH DOUAI DECHY;590783239;1;1;0;0;
URGENCES;2021;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;1;1;0;0;
URGENCES;2021;590008041;POLYCLINIQUE VAUBAN;590008033;1;1;0;0;0
URGENCES;2021;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;1;1;0;0;
URGENCES;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;1;1;0;1;1
URGENCES;2021;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;1;1;0;1;0
URGENCES;2021;590801106;HOPITAL VICTOR PROVO;590782421;1;1;0;1;
URGENCES;2021;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;1;1;0;0;1
URGENCES;2021;590816310;CLINIQUE SAINT AME;590000048;1;1;0;0;0
URGENCES;2021;600000053;CH GHPSO SENLIS;600101984;1;1;0;0;0
URGENCES;2021;600000186;CH CLERMONT;600100648;1;1;0;0;
URGENCES;2021;600000194;CH BEAUVAIS;600100713;1;1;0;1;
URGENCES;2021;600000285;CH CHICN NOYON;600100721;1;1;0;0;
URGENCES;2021;600000467;CH GHPSO CREIL;600101984;1;1;0;1;1
URGENCES;2021;600100754;POLYCLINIQUE SAINT CÔME;600000228;1;1;0;0;0
URGENCES;2021;600113476;CH CHICN COMPIÈGNE;600100721;1;1;0;1;1
URGENCES;2021;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;1;1;0;0;0
URGENCES;2021;610000051;CHICAM - SITE ALENCON;610780082;1;1;0;0;0
URGENCES;2021;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;1;1;0;0;0
URGENCES;2021;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;1;1;0;0;0
URGENCES;2021;610000119;CH -JACQUES MONOD- - FLERS;610780165;1;1;0;0;
URGENCES;2021;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;1;1;0;0;0
URGENCES;2021;620000034;CH ARRAS;620100057;1;1;0;1;1
URGENCES;2021;620000224;CH BETHUNE;620100651;1;1;0;0;1
URGENCES;2021;620000257;CH LENS;620100685;1;1;0;1;1
URGENCES;2021;620000323;CH CALAIS;620101337;1;1;0;0;1
URGENCES;2021;620000349;CH REGION DE ST OMER;620101360;1;1;0;0;1
URGENCES;2021;620000653;CH BOULOGNE-SUR-MER;620103440;1;1;0;1;1
URGENCES;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;1;1;0;0;
URGENCES;2021;620003350;HOPITAL DE RIAUMONT;620001834;1;1;0;0;1
URGENCES;2021;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;1;1;0;0;1
URGENCES;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;1;1;0;0;0
URGENCES;2021;620100735;CLINIQUE ANNE ARTOIS;620000265;1;1;0;0;0
URGENCES;2021;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;1;1;0;0;1
URGENCES;2021;630000412;CH D'AMBERT;630780997;1;1;0;0;1
URGENCES;2021;630000420;CH PAUL ARDIER ISSOIRE;630781003;1;1;0;0;0
URGENCES;2021;630000438;CH DE RIOM;630781011;1;1;0;0;
URGENCES;2021;630000446;CH DE THIERS;630781029;1;1;0;0;0
URGENCES;2021;630780211;POLE SANTE REPUBLIQUE;630000107;1;1;0;0;0
URGENCES;2021;630781268;HOPITAL ESTAING - CHU63;630780989;1;0;0;1;0
URGENCES;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;1;1;0;0;1
URGENCES;2021;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;1;1;0;0;1
URGENCES;2021;640000410;CENTRE HOSPITALIER OLORON;640780821;1;1;0;0;1
URGENCES;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;1;1;0;0;
URGENCES;2021;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;1;1;0;0;0
URGENCES;2021;640018206;CAPIO CLINIQUE BELHARRA;640012209;1;1;0;0;
URGENCES;2021;640780490;CAPIO CLINIQUE AGUILERA;640000212;1;1;0;0;
URGENCES;2021;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;1;1;0;0;0
URGENCES;2021;640780938;POLYCLINIQUE MARZET;640000451;1;1;0;0;0
URGENCES;2021;650000045;CH LOURDES;650780158;1;1;0;0;0
URGENCES;2021;650000052;CH BAGNERES DE BIGORRE;650780166;1;1;0;0;0
URGENCES;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;1;1;0;0;
URGENCES;2021;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;1;1;0;0;0
URGENCES;2021;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;1;1;0;0;1
URGENCES;2021;660000084;CH PERPIGNAN;660780180;1;1;0;1;
URGENCES;2021;660780628;CL DU VALLESPIR;660000282;1;1;0;0;0
URGENCES;2021;660780776;CL ST MICHEL;660000399;1;1;0;0;0
URGENCES;2021;660780784;CL ST PIERRE;660000407;1;1;0;0;0
URGENCES;2021;660790387;POLYCL MEDIPOLE ST ROCH;660790379;1;1;0;0;0
URGENCES;2021;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;1;1;0;0;1
URGENCES;2021;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;1;1;0;0;1
URGENCES;2021;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;1;1;0;0;
URGENCES;2021;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;1;1;0;0;0
URGENCES;2021;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;1;1;0;0;1
URGENCES;2021;670018068;CLINIQUE RHENA GCS ES;670017847;1;1;0;0;0
URGENCES;2021;670780212;CLINIQUE SAINTE-ANNE;670014604;1;1;0;0;0
URGENCES;2021;670783273;HOPITAL DE HAUTEPIERRE;670780055;1;1;0;1;1
URGENCES;2021;680000320;CLINIQUE DIACONAT FONDERIE;680000643;1;1;0;0;
URGENCES;2021;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;1;1;0;0;0
URGENCES;2021;680000684;HOPITAL LOUIS PASTEUR;680000973;1;1;0;0;
URGENCES;2021;680000700;CENTRE HOSPITALIER DE GUEBWILLER;680001005;1;1;0;0;0
URGENCES;2021;680004546;HOPITAL EMILE MULLER;680020336;1;1;0;0;
URGENCES;2021;680020096;POLE PUBLIC SAINT-LOUIS - GHRMSA;680020336;1;1;0;0;0
URGENCES;2021;690000013;CH MONTGELAS;690780036;1;1;0;0;
URGENCES;2021;690000575;CH NORD OUEST - VILLEFRANCHE;690782222;1;1;0;0;1
URGENCES;2021;690000625;CH DE TARARE;690782271;1;1;0;0;0
URGENCES;2021;690007539;HOPITAL FEMME MERE ENFANT - HCL;690781810;1;0;0;1;
URGENCES;2021;690023411;HOPITAL PRIVE JEAN MERMOZ;690000252;1;1;0;0;0
URGENCES;2021;690041132;MEDIPOLE HOPITAL MUTUALISTE;690006598;1;1;0;0;1
URGENCES;2021;690780093;HIA DESGENETTES;750821092;1;1;0;0;0
URGENCES;2021;690780390;POLYCLINIQUE LYON NORD;690000229;1;1;0;0;0
URGENCES;2021;690780416;GPE HOSP MUTUALISTE LES PORTES DU SUD;690031190;1;1;0;0;0
URGENCES;2021;690780648;CLINIQUE DE LA SAUVEGARDE;690036900;1;1;0;0;0
URGENCES;2021;690780655;HOPITAL PRIVE DE L'EST LYONNAIS (HPEL);690000377;1;1;0;0;0
URGENCES;2021;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;1;1;0;0;1
URGENCES;2021;690784137;HOPITAL LYON SUD - HCL;690781810;1;1;0;0;
URGENCES;2021;690784152;HOPITAL CROIX-ROUSSE - HCL;690781810;1;1;0;0;
URGENCES;2021;690805361;CH ST JOSEPH ST LUC;690805353;1;1;0;0;1
URGENCES;2021;690807367;POLYCLINIQUE DU BEAUJOLAIS;690003447;1;1;0;0;0
URGENCES;2021;700000011;GH HAUTE SAONE SITE GRAY;700004591;1;1;0;0;1
URGENCES;2021;700000029;GH HAUTE SAONE SITE VESOUL;700004591;1;1;0;0;
URGENCES;2021;710010067;CH DU PAYS CHAROLAIS BRIONNAIS;710780644;1;1;0;0;0
URGENCES;2021;710010786;CH AUTUN SITE PARPAS;710781451;1;1;0;0;0
URGENCES;2021;710978263;CH WILLIAM MOREY CHALON SUR SAONE;710780958;1;1;0;0;1
URGENCES;2021;710978289;CH LES CHANAUX MACON;710780263;1;1;0;0;1
URGENCES;2021;710978313;CENTRE HOSPITALIER JEAN BOUVERI;710976705;1;1;0;0;0
URGENCES;2021;710978347;HOTEL DIEU DU CREUSOT;570010181;1;1;0;0;0
URGENCES;2021;720000033;CENTRE HOSPITALIER DU MANS;720000025;1;1;0;1;1
URGENCES;2021;720000124;CENTRE HOSPITALIER CHATEAU DU LOIR;720000066;1;1;0;0;0
URGENCES;2021;720000470;CENTRE HOSPITALIER MAMERS;610780082;1;1;0;0;1
URGENCES;2021;720000520;CENTRE HOSPITALIER ST CALAIS;720000140;1;1;0;0;0
URGENCES;2021;720001437;CH PAUL CHAPRON;720006022;1;1;0;0;0
URGENCES;2021;720016179;POLE SANTE SARTHE ET LOIR;720016724;1;1;0;0;0
URGENCES;2021;720017748;CENTRE MEDICO CHIRURGICAL DU MANS;720000561;1;1;0;0;
URGENCES;2021;730000031;CHMS CHAMBERY NH;730000015;1;1;0;0;
URGENCES;2021;730000080;CH DE SAINT JEAN DE MAURIENNE;730780103;1;1;0;0;1
URGENCES;2021;730000098;CHMS AIX GRAND PORT;730000015;1;1;0;0;
URGENCES;2021;730000247;CH DE BOURG ST MAURICE;730780525;1;1;0;0;0
URGENCES;2021;730000262;CH D'ALBERTVILLE;730002839;1;1;0;0;1
URGENCES;2021;730004298;HOPITAL PRIVE MEDIPOLE DE SAVOIE;730010048;1;1;0;0;0
URGENCES;2021;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;1;1;0;0;1
URGENCES;2021;740000302;CH ANNECY-GENEVOIS SITE ST JULIEN EN G;740781133;1;1;0;0;1
URGENCES;2021;740000328;HOPITAUX DU LEMAN;740790381;1;1;0;0;1
URGENCES;2021;740014345;HOPITAL PRIVE PAYS DE SAVOIE;740000617;1;1;0;0;
URGENCES;2021;740780424;CLINIQUE GENERALE D'ANNECY;740000120;1;1;0;0;0
URGENCES;2021;740781141;CH ALPES LEMAN;740790258;1;1;0;0;1
URGENCES;2021;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;1;1;0;0;1
URGENCES;2021;750000523;GH PARIS SITE SAINT JOSEPH;750150120;1;1;0;0;0
URGENCES;2021;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;1;1;0;0;0
URGENCES;2021;750100018;HU PARIS CENTRE SITE HOTEL DIEU APHP;750712184;1;1;0;0;0
URGENCES;2021;750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;750712184;1;1;0;0;
URGENCES;2021;750100075;HU SAINT LOUIS SITE SAINT LOUIS APHP;750712184;1;1;0;0;0
URGENCES;2021;750100091;HU EST PARISIEN SITE ST ANTOINE APHP;750712184;1;1;0;0;1
URGENCES;2021;750100109;HU EST PARISIEN SITE TROUSSEAU APHP;750712184;1;0;0;1;0
URGENCES;2021;750100125;HU PITIE SALPETRIERE APHP;750712184;1;1;0;0;0
URGENCES;2021;750100166;HU PARIS CENTRE SITE COCHIN APHP;750712184;1;1;0;0;0
URGENCES;2021;750100208;HU NECKER ENFANTS MALADES APHP;750712184;1;0;0;1;0
URGENCES;2021;750100232;HU PARIS NORD SITE BICHAT APHP;750712184;1;1;0;0;
URGENCES;2021;750100273;HU EST PARISIEN SITE TENON APHP;750712184;1;1;0;0;1
URGENCES;2021;750150237;HOPITAL DE LA CROIX SAINT SIMON;750006728;1;1;0;0;0
URGENCES;2021;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;1;1;0;0;1
URGENCES;2021;750803454;HU ROBERT DEBRE APHP;750712184;1;0;0;1;0
URGENCES;2021;760000018;CH DIEPPE;760780023;1;1;0;0;1
URGENCES;2021;760000042;CH EU;760780056;1;1;0;0;0
URGENCES;2021;760000141;HOPITAL SAINT JULIEN CHU ROUEN;760780239;1;1;0;0;
URGENCES;2021;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;1;1;0;1;1
URGENCES;2021;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;1;1;0;0;1
URGENCES;2021;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE;760780742;1;1;0;0;0
URGENCES;2021;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;1;1;0;0;1
URGENCES;2021;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;1;1;0;0;0
URGENCES;2021;760780510;CLINIQUE DU CEDRE;760000257;1;1;0;0;0
URGENCES;2021;760780791;CLINIQUE LES ORMEAUX-VAUBAN LE HAVRE;760000414;1;1;0;0;0
URGENCES;2021;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;1;1;0;1;1
URGENCES;2021;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;1;1;0;0;0
URGENCES;2021;770000131;CH DE COULOMMIERS;770021145;1;1;0;1;
URGENCES;2021;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;770021152;1;1;0;1;1
URGENCES;2021;770000156;CH DE MELUN SITE SANTEPOLE;770110054;1;1;0;1;1
URGENCES;2021;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;1;1;0;0;0
URGENCES;2021;770000172;CH DE PROVINS LEON BINET;770110070;1;1;0;1;
URGENCES;2021;770000214;CH SUD SEINE ET MARNE SITE DE NEMOURS;770021152;1;1;0;0;1
URGENCES;2021;770000446;CH DE MEAUX SITE SAINT FARON;770021145;1;1;0;1;
URGENCES;2021;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;1;1;0;1;
URGENCES;2021;770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;770004299;1;1;0;0;0
URGENCES;2021;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;770000289;1;1;0;0;0
URGENCES;2021;770790707;CLINIQUE DE TOURNAN;770000719;1;1;0;0;0
URGENCES;2021;780000287;CH FRANCOIS QUESNAY MANTES;780110011;1;1;0;1;
URGENCES;2021;780000295;CHI DE MEULAN LES MUREAUX;780002697;1;1;0;0;1
URGENCES;2021;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;1;1;0;1;
URGENCES;2021;780000329;CH DE RAMBOUILLET;780110052;1;1;0;1;0
URGENCES;2021;780022737;POLYCLINIQUE DE MAISONS LAFFITTE;780000675;1;1;0;0;0
URGENCES;2021;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;1;1;0;0;
URGENCES;2021;780300406;HOPITAL PRIVE DE PARLY II;780018032;1;1;0;0;0
URGENCES;2021;780300414;CH PRIVE DE L EUROPE;780000675;1;1;0;0;0
URGENCES;2021;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;1;1;0;0;0
URGENCES;2021;780300455;CH PRIVE DU MONTGARDE;780000717;1;1;0;0;0
URGENCES;2021;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;1;1;0;1;1
URGENCES;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;1;1;0;0;1
URGENCES;2021;790009948;POLYCLINIQUE D'INKERMANN;790001242;1;1;0;0;
URGENCES;2021;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;1;1;0;0;1
URGENCES;2021;800000143;CH ABBEVILLE;800000028;1;1;0;0;1
URGENCES;2021;800000226;CH DOULLENS;800000069;1;1;0;0;
URGENCES;2021;800000390;CH CHIMR MONTDIDIER;800000085;1;1;0;0;0
URGENCES;2021;800000432;CH PÉRONNE;800000093;1;1;0;0;0
URGENCES;2021;800006124;CHU AMIENS SUD;800000044;1;1;0;1;1
URGENCES;2021;800015729;SAS DE CARDIOLOGIES ET URGENCES;800015679;1;1;0;0;0
URGENCES;2021;810000224;CL CLAUDE BERNARD;810000471;1;1;0;0;0
URGENCES;2021;810000505;CH ALBI;810000331;1;1;0;0;1
URGENCES;2021;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;1;1;0;0;
URGENCES;2021;810000562;CH LAVAUR;810000455;1;1;0;0;1
URGENCES;2021;810101444;POLYCL DU SIDOBRE;810000992;1;1;0;0;
URGENCES;2021;820000032;CH MONTAUBAN;820000016;1;1;0;0;1
URGENCES;2021;820000057;CL DU PONT DE CHAUME;820000131;1;1;0;0;0
URGENCES;2021;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;1;1;0;0;0
URGENCES;2021;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;1;1;0;0;
URGENCES;2021;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;1;1;0;0;
URGENCES;2021;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;1;1;0;0;1
URGENCES;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;1;1;0;0;1
URGENCES;2021;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;1;1;0;0;0
URGENCES;2021;830000345;CHITS CH SAINTE MUSSE;830100616;1;1;0;0;1
URGENCES;2021;830100574;HIA SAINTE ANNE;750821092;1;1;0;0;0
URGENCES;2021;830100608;CHITS CH GEORGE SAND;830100616;1;1;0;0;0
URGENCES;2021;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;1;1;0;0;0
URGENCES;2021;840000343;CENTRE HOSPITALIER DU PAYS D'APT;840000012;1;1;0;0;1
URGENCES;2021;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;1;1;0;0;1
URGENCES;2021;840000418;CHI DE CAVAILLON LAURIS;840004659;1;1;0;0;0
URGENCES;2021;840000483;CH LOUIS GIORGI D'ORANGE;840000087;1;1;0;0;1
URGENCES;2021;840000491;CHI SITE DE PERTUIS;130041916;1;1;0;0;0
URGENCES;2021;840000525;CH VAISON LA ROMAINE;840000111;1;1;0;0;1
URGENCES;2021;840000533;CH JULES NIEL DE VALREAS;840000129;1;1;0;0;1
URGENCES;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;1;1;0;0;1
URGENCES;2021;850000118;CLINIQUE SAINT CHARLES;850013244;1;1;0;0;0
URGENCES;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;1;1;0;1;0
URGENCES;2021;850000175;CH LVO - SITE DE CHALLANS;850009010;1;1;0;0;1
URGENCES;2021;850000209;CHD-SITE DE LUCON;850000019;1;1;0;0;0
URGENCES;2021;850000225;CHD - SITE DE MONTAIGU;850000019;1;1;0;0;0
URGENCES;2021;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;1;1;0;0;
URGENCES;2021;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;850000035;1;1;0;0;
URGENCES;2021;860000025;CHU DE POITIERS - SITE CHATELLERAULT;860014208;1;1;0;0;0
URGENCES;2021;860000058;CHU DE POITIERS - SITE DE MONTMORILLON;860014208;1;1;0;0;0
URGENCES;2021;860000223;CHU LA MILETRIE;860014208;1;1;0;1;0
URGENCES;2021;860010321;POLYCLINIQUE DE POITIERS;860010313;1;1;0;0;0
URGENCES;2021;870000064;C H U DUPUYTREN LIMOGES;870000015;1;1;0;0;
URGENCES;2021;870000098;CENTRE HOSPITALIER SAINT JUNIEN;870000023;1;1;0;0;1
URGENCES;2021;870000270;CTRE HOSPITALIER J BOUTARD ST YRIEIX;870000031;1;1;0;0;1
URGENCES;2021;870000288;CLINIQUE FRANCOIS CHENIEUX;870017415;1;1;0;0;0
URGENCES;2021;870014859;HOPITAL DE LA MERE ET DE L'ENFANT;870000015;1;0;0;1;0
URGENCES;2021;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;1;1;0;0;1
URGENCES;2021;880000047;CENTRE HOSPITALIER DE SAINT-DIE;880780077;1;1;0;0;1
URGENCES;2021;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;1;1;0;0;1
URGENCES;2021;880000062;CENTRE HOSPITALIER DE REMIREMONT;880780093;1;1;0;0;
URGENCES;2021;880000070;CHI DE L'OUEST VOSGIEN SITE DE VITTEL;880007299;1;1;0;0;1
URGENCES;2021;890975527;CH AUXERRE;890000037;1;1;0;1;
URGENCES;2021;890975535;CH AVALLON;890000409;1;1;0;0;0
URGENCES;2021;890975543;CH JOIGNY;890000417;1;1;0;0;
URGENCES;2021;890975550;CH SENS;890970569;1;1;0;1;0
URGENCES;2021;890975568;CENTRE HOSPITALIER DU TONNERROIS;890000433;1;1;0;0;0
URGENCES;2021;900003039;HNFC SITE TREVENANS;900000365;1;1;0;0;1
URGENCES;2021;910000272;CH D ARPAJON;910110014;1;1;0;1;1
URGENCES;2021;910000280;CH DOURDAN ETAMPES SITE DOURDAN;910019447;1;1;0;0;0
URGENCES;2021;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;1;1;0;1;1
URGENCES;2021;910000306;CH D ORSAY;910110055;1;1;0;1;1
URGENCES;2021;910001973;CH DOURDAN ETAMPES SITE ETAMPES;910019447;1;1;0;0;0
URGENCES;2021;910018423;CH DES DEUX VALLEES SITE JUVISY;910110055;1;1;0;0;0
URGENCES;2021;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;1;1;0;1;1
URGENCES;2021;910300144;CMCO D EVRY;910000447;1;1;0;0;0
URGENCES;2021;910300219;HOPITAL PRIVE JACQUES CARTIER;910003888;1;1;0;0;0
URGENCES;2021;910300300;HOPITAL PRIVE DU VAL D YERRES;910000538;1;1;0;0;0
URGENCES;2021;910803543;HOPITAL PRIVE CLAUDE GALIEN;910017615;1;1;0;0;0
URGENCES;2021;920000577;CH DE NANTERRE;920110020;1;1;0;0;
URGENCES;2021;920000585;CH RIVES DE SEINE SITE NEUILLY S/SEINE;920026374;1;1;0;1;
URGENCES;2021;920000619;CH DES QUATRE VILLES SITE ST CLOUD;920009909;1;1;0;0;0
URGENCES;2021;920000643;INSTITUT FRANCO BRITANNIQUE KLEBER;750720468;1;1;0;1;
URGENCES;2021;920000650;HOPITAL FOCH;920150059;1;1;0;0;1
URGENCES;2021;920100013;HU OUEST SITE AMBROISE PARE APHP;750712184;1;1;0;1;1
URGENCES;2021;920100021;HU PARIS SUD SITE ANTOINE BECLERE APHP;750712184;1;1;0;1;1
URGENCES;2021;920100039;HU PARIS NORD SITE BEAUJON APHP;750712184;1;1;0;0;1
URGENCES;2021;920100047;HU PARIS NORD SITE LOUIS MOURIER APHP;750712184;1;1;0;1;
URGENCES;2021;920120011;HIA PERCY;750821092;1;1;1;0;0
URGENCES;2021;920300043;HOPITAL PRIVE D ANTONY;920001526;1;1;0;0;0
URGENCES;2021;920300597;CLINIQUE DE MEUDON LA FORET;920000940;1;1;0;0;0
URGENCES;2021;930000286;GHI LE RAINCY MONTFERMEIL;930021480;1;1;0;1;0
URGENCES;2021;930000302;CHI ANDRE GREGOIRE;930110036;1;1;0;1;1
URGENCES;2021;930000328;CH GENERAL DELAFONTAINE;930110051;1;1;0;1;
URGENCES;2021;930000336;CHI ROBERT BALLANGER;930110069;1;1;0;1;0
URGENCES;2021;930100037;HU PARIS SITE AVICENNE APHP;750712184;1;1;0;0;1
URGENCES;2021;930100045;HU PARIS SITE JEAN VERDIER APHP;750712184;1;1;0;1;
URGENCES;2021;930300025;HOPITAL EUROPEEN LA ROSERAIE;930000393;1;1;0;0;0
URGENCES;2021;930300066;HOPITAL PRIVE DE L EST PARISIEN;930000401;1;1;0;0;0
URGENCES;2021;930300082;CENTRE MEDICO CHIRURGICAL FLOREAL;930000419;1;1;0;0;0
URGENCES;2021;930300116;HOPITAL PRIVE DE LA SEINE SAINT DENIS;930000427;1;1;0;0;0
URGENCES;2021;930300553;CLINIQUE DE L ESTREE;930000633;1;1;0;0;
URGENCES;2021;930300595;HOPITAL PRIVE DU VERT GALANT;930000658;1;1;0;0;
URGENCES;2021;940000573;CHI DE CRETEIL;940110018;1;1;0;1;1
URGENCES;2021;940000599;CHI LUCIE ET RAYMOND AUBRAC;940110042;1;1;0;1;1
URGENCES;2021;940000649;HOPITAL SAINT CAMILLE;940150014;1;1;0;1;1
URGENCES;2021;940100027;HU HENRI MONDOR SITE HENRI MONDOR APHP;750712184;1;1;0;0;1
URGENCES;2021;940100043;HU PARIS SUD SITE KREMLIN BICETRE APHP;750712184;1;1;0;1;0
URGENCES;2021;940120017;HIA BEGIN;750821092;1;1;0;0;0
URGENCES;2021;940300031;HOPITAL PRIVE PAUL D EGINE;940000706;1;1;0;0;0
URGENCES;2021;940300270;HOPITAL PRIVE ARMAND BRILLARD;940000771;1;1;0;0;0
URGENCES;2021;940300445;CLINIQUE DU SUD;940000854;1;1;0;0;0
URGENCES;2021;940300569;HOPITAL PRIVE DE VITRY SITE PASTEUR;940000912;1;1;0;0;0
URGENCES;2021;950000307;CH VICTOR DUPOUY;950110015;1;1;0;1;1
URGENCES;2021;950000315;GH CARNELLE PORTES OISE SITE BEAUMONT;950001370;1;1;0;0;1
URGENCES;2021;950000323;GHEM SIMONE VEIL SITE EAUBONNE;950013870;1;1;0;1;
URGENCES;2021;950000331;CH GENERAL DE GONESSE;950110049;1;1;0;1;1
URGENCES;2021;950000349;GHI DU VEXIN SITE MAGNY;950015289;1;1;0;0;0
